ID	Name	In playlist	Owner	Release date	Duration	Play	Like	Repost	Number comment	Link
2_354	Pretty Little Fears (feat. J. Cole)	NoShittyMusic #8	6LACK	14 September 2018	3:59	1.24M	18.2K	956	0	https://soundcloud.com/6lack/pretty-little-fears-feat-j?in=mugatunesofficial/sets/noshittymusic-september-18
9_355	Steve Aoki - Steve Jobs ft. Angger Dimas (South Central Remix)	Steve Aoki - Steve Jobs (Remixes)	Steve Aoki	22 May 2012	5:25	44.8K	542	48	50	https://soundcloud.com/steveaoki/steve-aoki-steve-jobs-ft-1?in=steveaoki/sets/steve-aoki-steve-jobs
4_356	I (feat. Neid)- Fauna	Sonne/Mond - Fauna	o-nei-ric Tapes	30 October 2016	3:51	108	4	9,159	0	https://soundcloud.com/o-nei-ric-tapes/i-feat-neid?in=o-nei-ric-tapes/sets/sonne-mond-fauna
7_357	Ben Pearce - What I Might Do	DJ WestCoast Presents: Best Deep House of (2013) *Greatest Hits*	MTA Records	1 October 2012	3:12	17M	320K	42.5K	4,191	https://soundcloud.com/mtarecords/ben-pearce-what-i-might-do-6?in=officialdigitalrecords/sets/deep-house-top-20-2013
3_358	Thư Cho Anh	🌿	TRANG	12 July 2017	4:01	1.23M	13.2K	958	124	https://soundcloud.com/trang-music/thu-cho-anh?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
5_359	Level 11 x Proto - Special, Fine & Real (ft. Karlyn)	Originals	Proto	23 January 2017	2:53	5,727	158	52	10	https://soundcloud.com/officialproto/level-11-x-proto-special-fine-real-ft-karlyn?in=officialproto/sets/originals
4_360	II - Fauna	Sonne/Mond - Fauna	o-nei-ric Tapes	30 October 2016	3:16	105	2	9,159	0	https://soundcloud.com/o-nei-ric-tapes/ii-1?in=o-nei-ric-tapes/sets/sonne-mond-fauna
8_361	Steve Aoki Feat. Waka Flocka Flame - Rage The Night Away (ENFERNO Remix)	Rage the Night Away Remixes	Steve Aoki	8 August 2014	4:16	160K	2,348	503	57	https://soundcloud.com/steveaoki/steve-aoki-feat-waka-flocka-flame-rage-the-night-away-enferno-remix?in=steveaoki/sets/rage-the-night-away-remixes
2_362	Cold Showers	NoShittyMusic #8	chelsea cutler	7 September 2018	3:59	214K	3,965	480	29	https://soundcloud.com/chelseacutler/cold-showers?in=mugatunesofficial/sets/noshittymusic-september-18
9_363	Steve Aoki - Steve Jobs ft. Angger Dimas (Sem Thomasson Remix)	Steve Aoki - Steve Jobs (Remixes)	Steve Aoki	22 May 2012	5:48	20.1K	158	11	14	https://soundcloud.com/steveaoki/steve-aoki-steve-jobs-ft-2?in=steveaoki/sets/steve-aoki-steve-jobs
3_364	Xin Giữ Em Cho Hoàng Hôn - Nguyên Hà St.Việt Anh「Lyric Video」 (1)	🌿	Nguyễn Ngọc Sơn	24 March 2018	5:39	10.8K	73	7	0	https://soundcloud.com/nguy-n-ngo-c-s-n-862252171/xin-giu-em-cho-hoang-hon-nguyen-ha-stviet-anhlyric-video-1?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
6_365	RIGHTEOUS	RIGHTEOUS	Hippie Sabotage	14 September 2017	4:52	1.22M	26.1K	3,108	284	https://soundcloud.com/hippiesabotage/righteous?in=hippiesabotage/sets/righteous
4_366	III (feat. otro (scʳtk°) )- Fauna	Sonne/Mond - Fauna	o-nei-ric Tapes	30 October 2016	3:44	244	7	2	0	https://soundcloud.com/o-nei-ric-tapes/iii-feat-otro-sctk?in=o-nei-ric-tapes/sets/sonne-mond-fauna
5_367	Miss Top x Proto - Never Say Never	Originals	Proto	27 July 2016	3:17	8,029	184	37	11	https://soundcloud.com/officialproto/miss-top-x-proto-never-say-never-1?in=officialproto/sets/originals
8_368	Steve Aoki Feat. Waka Flocka Flame - Rage The Night Away (London Future Remix)	Rage the Night Away Remixes	Steve Aoki	8 August 2014	2:46	92.9K	1,173	269	26	https://soundcloud.com/steveaoki/steve-aoki-feat-waka-flocka-flame-rage-the-night-away-london-future-remix?in=steveaoki/sets/rage-the-night-away-remixes
0_369	Deep Sleep, Calming, Relaxing and Soothing Music(Check links on bio to download free music)	Billies Sleep Sounds	Soul & Mind Relaxation	13 December 2015	9:58	21.1M	270K	9,063	16,312	https://soundcloud.com/sam_relaxation/30-minute-deep-sleep-music-calming-music-relaxing-music-soothing-music-calmi?in=billie-kihega/sets/billies-sleep-sounds
4_370	IV - Fauna	Sonne/Mond - Fauna	o-nei-ric Tapes	30 October 2016	2:31	85	2	9,159	0	https://soundcloud.com/o-nei-ric-tapes/iv-1?in=o-nei-ric-tapes/sets/sonne-mond-fauna
9_371	Steve Aoki - Steve Jobs ft. Angger Dimas (Mason Remix)	Steve Aoki - Steve Jobs (Remixes)	Steve Aoki	15 May 2012	5:38	43.3K	514	24	88	https://soundcloud.com/steveaoki/steve-aoki-steve-jobs-mason?in=steveaoki/sets/steve-aoki-steve-jobs
4_372	V - Fauna	Sonne/Mond - Fauna	o-nei-ric Tapes	30 October 2016	2:37	89	6	1	0	https://soundcloud.com/o-nei-ric-tapes/v-1?in=o-nei-ric-tapes/sets/sonne-mond-fauna
5_373	Proto x LEVEL 11 - Pirate [Exclusive Premiere]	Originals	Piques	9 June 2016	3:42	8,620	169	60	27	https://soundcloud.com/piquesmusic/proto-x-level-11-pirate?in=officialproto/sets/originals
3_374	Dưới Hiên Nhà Official - Emcee L ft Đen x Thơm	🌿	Emcee L	6 August 2016	4:37	1.07M	10.3K	1,090	175	https://soundcloud.com/nguyen-hoang-long/duoi-hien-nha-official-emcee-l-ft-den-x-thom?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
8_375	Steve Aoki Feat. Waka Flocka Flame - Rage The Night Away (Milo & Otis DUB Remix)	Rage the Night Away Remixes	Steve Aoki	8 August 2014	3:33	152K	2,225	556	48	https://soundcloud.com/steveaoki/steve-aoki-feat-waka-flocka-flame-rage-the-night-away-milo-otis-dub-remix?in=steveaoki/sets/rage-the-night-away-remixes
6_376	FADING INTO FOG	RIGHTEOUS	Hippie Sabotage	22 June 2018	3:06	324K	5,676	764	120	https://soundcloud.com/hippiesabotage/fading-into-fog?in=hippiesabotage/sets/righteous
4_377	Tut mir Leid - Fauna	Sonne/Mond - Fauna	o-nei-ric Tapes	30 October 2016	2:24	724	18	1	1	https://soundcloud.com/o-nei-ric-tapes/tut-mir-leid?in=o-nei-ric-tapes/sets/sonne-mond-fauna
0_378	DreamScape (One Hour of Deep Relaxation Music by SilencioMusic.co.uk)	Billies Sleep Sounds	Juan Sánchez Music	8 April 2016	56:11	427K	5,194	157	171	https://soundcloud.com/juansanchezcomposer/dreamscape-one-hour-of-deep-relaxation-music-by-silenciomusiccouk?in=billie-kihega/sets/billies-sleep-sounds
3_379	Xin Em -Bùi Anh Tuấn [FLAC Lossless]	🌿	Phùng Thanh Tiến	15 September 2016	5:24	422K	3,257	137	10	https://soundcloud.com/ph-ng-thanh-ti-n-1/xin-em-bui-anh-tuan?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
9_380	Drowning World feat. Bjurman	Andrew Applepie & Bjurman - Drowning World	Andrew Applepie	2 June 2017	3:53	639K	10.8K	1,254	148	https://soundcloud.com/andrewapplepie/drowning-world?in=mrsuicidesheep/sets/andrew-applepie-bjurman
5_381	Steve Aoki + Jolin Tsai + MAX “Equal In The Darkness”	Equal In The Darkness	Steve Aoki	21 October 2021	3:30	5,614	165	19	4	https://soundcloud.com/steveaoki/equal-in-the-darkness-2?in=steveaoki/sets/equal-in-the-darkness-2
3_382	Mika Nakashima - Yuki No Hana	🌿	Ari Unun	8 October 2013	5:42	226K	2,548	207	21	https://soundcloud.com/ari-unun-1/yuki-no-hana-mika-nakashima?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
5_383	Steve Aoki + Jolin Tsai + MAX “都没差(Equal In The Darkness)”	Equal In The Darkness	Steve Aoki	21 October 2021	3:30	3,081	87	10	4	https://soundcloud.com/steveaoki/steve-aoki-jolin-tsai-max-equal-in-the-darkness?in=steveaoki/sets/equal-in-the-darkness-2
3_384	Han Gan - Bui Anh Tuan [FLAC Lossless]	🌿	Trần Quang Huy	10 April 2017	4:08	24.2K	124	1	0	https://soundcloud.com/quang-huy-147/han-gan-bui-anh-tuan-flac?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
4_385	Waiting 4 Wall Street (ODESZA X Belfort)	Monday Motivation	Michael Barone	11 December 2016	3:04	244K	4,383	266	19	https://soundcloud.com/michaelbarone20/waiting-4-wall-street-odesza-x-belfort?in=mugatunesofficial/sets/monday-motivation
3_386	Phùng Khánh Linh - Em Về Trời (Original Song)	🌿	Phùng Khánh Linh	19 April 2019	5:15	73.8K	960	47	0	https://soundcloud.com/phungkhanhlinhofficial/em-ve-troi?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
0_387	ویگن دِردِریان | فریاد انتظار	گرامافون	نوار	9 February 2019	3:41	309K	6,260	406	138	https://soundcloud.com/casssettte/c528?in=mzn665/sets/gramophone
4_388	Comeback Season	Monday Motivation	Rob Blue	18 January 2017	3:57	126K	1,500	151	4	https://soundcloud.com/rbwdw/234567890a?in=mugatunesofficial/sets/monday-motivation
5_389	Câu chuyện làm quen - Quốc Thiên	Câu chuyện làm quen ( Single) - Quốc Thiên	Hieu Tran Music Producer	18 February 2017	4:27	920K	3,250	85	40	https://soundcloud.com/hieutranmusicproducer/cau-chuyen-lam-quen-quoc-thien?in=hieutranmusicproducer/sets/c-u-chuy-n-l-m-quen-single-qu
3_390	Tái bút: Anh yêu em - Bùi Anh Tuấn (Live)	🌿	withyou	21 April 2019	5:15	1,483	9	36	0	https://soundcloud.com/vy-ng-c-842290384/tai-but-anh-yeu-em-bui-anh-tuan-live?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
6_391	Calvin Harris & John Newman - Blame (R3hab Trap Remix)	Trap Music (Top 40) *2014*	R3HAB	6 November 2014	3:34	11.7M	184K	22K	1,561	https://soundcloud.com/r3hab/calvin-harris-john-newman-blame-r3hab-trap-remix?in=officialdigitalrecords/sets/trap-music-top10-2014
0_392	البومی انتخابی از ترانه های قدیمی زنده یاد ویگن (۲)	گرامافون	Abbas-motlagh99	7 July 2019	32:57	1,128	30	5,152	0	https://soundcloud.com/motlagh99/0plaibtu04xc?in=mzn665/sets/gramophone
4_393	Tritonal, HALIENE, SCHALA feat. Jorza - Long Way Home	Monday Motivation	MugaTunes Releases	22 January 2020	3:34	953K	10.2K	484	200	https://soundcloud.com/mugatunes-vip/long-way-home-tritonal-haliene-schala-feat-jorza?in=mugatunesofficial/sets/monday-motivation
0_394	ترانه قدیمی و زیبای اسمان ابی با شعری از زنده یاد پرویز وکیلی با صدای شادروان ویگن	گرامافون	Abbas-motlagh99	18 September 2019	3:16	15.5K	245	24	6	https://soundcloud.com/motlagh99/kvavnd79q9or?in=mzn665/sets/gramophone
5_395	Ten Walls - Walking With Elephants (KANT Remake)	June Revelations #6.15	Nicolas Tsakos Musique	20 September 2014	6:26	15.3K	197	20	5	https://soundcloud.com/nicolas-tsakos-musique/ten-walls-walking-with-elephants-kant-remake?in=egemannen/sets/june-revelations-6-15
5_396	Slashed Zerø - I need you	June Revelations #6.15	slashedzero	23 May 2015	6:16	32.9K	667	82	18	https://soundcloud.com/slashedzero/slashed-zero-i-need-you?in=egemannen/sets/june-revelations-6-15
0_397	ey sharghi ghamgin-ای شرقی‌ غمگین	گرامافون	Fereydoun Farrokhzad	19 August 2013	3:07	239K	4,690	404	114	https://soundcloud.com/fereydoun-farrokhzad/ey-sharghi-ghamgin?in=mzn665/sets/gramophone
4_398	Region 82 - Trophy (Future X Drake X Kanye West X Lil Wayne) [YouKnowWhatsGood Premiere]	Monday Motivation	YouKnowWhatsGood	23 April 2016	4:25	1.04M	16.7K	1,798	145	https://soundcloud.com/youknowwhatsgood/kvds-trophy-future-x-drake-x-kanye-west-x-lil-wayne-youknowwhatsgood-premiere?in=mugatunesofficial/sets/monday-motivation
9_399	Loving You Sunny - Kimmese Ft Đen ( Prod.by Touliver & JustaTee )	Related tracks	Kimmese	23 May 2017	4:54	15.6M	76K	3,193	856	https://soundcloud.com/kimmese/loving-you-sunny-kimmese-ft-den-prodby-touliver-justatee?in=leminhchuc/sets/related-tracks
0_400	Baran-Fereydoun Farrokhzad	گرامافون	AydA	13 December 2012	4:04	2,705	45	7	3	https://soundcloud.com/ayda-ehsany/baran-fereydoun-farrokhzad?in=mzn665/sets/gramophone
4_401	Overdrive (Pancakes)	Monday Motivation	TrapBagel	5 June 2016	3:31	413K	5,192	299	11	https://soundcloud.com/ohnufnagel/overdrive-pancakes?in=mugatunesofficial/sets/monday-motivation
5_402	Nightfall	June Revelations #6.15	Louis Vivet	13 May 2015	4:36	671K	14.7K	3,271	211	https://soundcloud.com/louis-vivet-music/nightfall?in=egemannen/sets/june-revelations-6-15
0_403	ترانه‌ی «خسته» - موسیقی: محمد اوشال - شعر: تورج نگهبان - صدا: فرهاد - ۱۳۵۱	گرامافون	Mojtaba Toufan	29 December 2011	4:38	33.8K	583	95	21	https://soundcloud.com/mojtabatoufan/ljck8v7qb5gw?in=mzn665/sets/gramophone
9_404	{DTT&TT} Phép Màu - Bray	Related tracks	Rei	1 October 2017	3:31	3.18M	29.6K	1,712	91	https://soundcloud.com/music-anime-754177858/phep-mau-bray?in=leminhchuc/sets/related-tracks
4_405	La Lechuga (Alex Bamford X Civalized)(Cameron Bear Mixtape)	Monday Motivation	Cameron Bear	4 May 2016	5:05	666K	9,812	592	19	https://soundcloud.com/cameronbear/lechuga-hotty-toddy?in=mugatunesofficial/sets/monday-motivation
5_406	Alesso ft. Roy English - Cool (Autograf Remix)	June Revelations #6.15	Autograf	23 April 2015	5:40	2.96M	54K	11.2K	472	https://soundcloud.com/autografmusic/cool?in=egemannen/sets/june-revelations-6-15
0_407	مهرپویا -صدا کن مرا	گرامافون	oldpopmusic	6 August 2013	5:14	19.9K	412	45	9	https://soundcloud.com/oldpopmusic/rzemuuoxg8ee?in=mzn665/sets/gramophone
6_408	FLOSSTRADAMUS - TTU (TOO TURNT UP) [FEAT. WAKA FLOCKA FLAME]	Trap Music (Top 40) *2014*	Flosstradamus	5 June 2014	4:01	6.26M	101K	21.4K	1,694	https://soundcloud.com/flosstradamus/ttu?in=officialdigitalrecords/sets/trap-music-top10-2014
3_409	DAU CAN MOT BAI CA TINH YEU	🌿	TIEN TIEN	20 April 2019	3:15	14.2M	71.3K	2,248	745	https://soundcloud.com/tientienofficial/dau-can-mot-bai-ca-tinh-yeu-tientien-x-trang?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
2_410	Bakermat - Baianá	NoShittyMusic #8	Bakermat	10 September 2018	3:00	4.28M	92.7K	4,302	1,591	https://soundcloud.com/bakermatmusic/show-intro-summer-18?in=mugatunesofficial/sets/noshittymusic-september-18
0_411	Jamshid Sheibani - Bi To	گرامافون	Faryaad	6 July 2011	3:32	132K	2,277	185	23	https://soundcloud.com/f_faryaad/jamshid-sheibani-bi-to?in=mzn665/sets/gramophone
5_412	Chris Galmon & Andy Ztoned - Allright (Harold van Lennep Remix)	June Revelations #6.15	Harold van Lennep	2 April 2015	4:31	62.1K	962	215	26	https://soundcloud.com/harold-van-lennep/chris-galmon-andy-ztoned-allright-harold-van-lennep-remix?in=egemannen/sets/june-revelations-6-15
3_413	Cơn mưa ngang qua - Khánh Linh (Những cô gái trong thành phố ost)	🌿	withyou	20 March 2019	5:09	3,290	14	2	0	https://soundcloud.com/vy-ng-c-842290384/con-mua-ngang-qua-khanh-linh-nhung-co-gai-trong-thanh-pho-ost?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
0_414	محمد نوری - خموشی های ساحل	گرامافون	Mah	6 May 2014	3:55	3,721	105	10	0	https://soundcloud.com/mzn665/bxb0tn7hak7c?in=mzn665/sets/gramophone
4_415	Cool N Beautiful (Lupe Fiasco vs. Mike Posner vs. Katy Perry vs. Sean Kingston)	Monday Motivation	Asian_Invasion	9 May 2011	3:54	4.24M	90.7K	2,855	208	https://soundcloud.com/asianinvasion331/08-cool-n-beautiful?in=mugatunesofficial/sets/monday-motivation
2_416	Rolly (VIP Mix)	NoShittyMusic #8	Poolhaus	21 September 2018	5:22	7,051	150	20	10	https://soundcloud.com/poolhaus-music/rolly-vip-mix?in=mugatunesofficial/sets/noshittymusic-september-18
1_417	FISHER - Losing It	#Blacklivesmatter (EDM)	FISHER	13 July 2018	4:08	22M	411K	18.2K	4,652	https://soundcloud.com/fish-tales/fisher-losing-it?in=digitalstreams/sets/discover
3_418	Đừng sống mãi trong bài hát của anh - Bùi Anh Tuấn ft Thế Bảo	🌿	withyou	20 March 2019	4:36	123	2	36	0	https://soundcloud.com/vy-ng-c-842290384/dung-song-mai-trobg-bai-hat-cua-anh-bui-anh-tuan-ft-the-bao?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
4_419	Good Life X Hyperparadse	Monday Motivation	Bsprang	5 November 2015	4:05	658K	9,505	665	12	https://soundcloud.com/yungsprang/good-life-x-hyperparadse?in=mugatunesofficial/sets/monday-motivation
0_420	Jomjomak & Friends (iranian music mix 1960s 1970s)	گرامافون	beyond_bisetoon	2 May 2017	39:09	23.8K	671	79	15	https://soundcloud.com/beyond_bisetoon/jomjomak-friends?in=mzn665/sets/gramophone
5_421	Dan Bravo - Breaks My Heart	June Revelations #6.15	Dan Bravo	25 May 2015	4:43	67.3K	1,219	267	56	https://soundcloud.com/danbravomusic/dan-bravo-breaks-my-heart-free-dl?in=egemannen/sets/june-revelations-6-15
9_422	Sống Cho Hết Đời Thanh Xuân - Hiếu , Tuyết , Xám	Related tracks	Dick - Bạn Có Tài Mà	11 October 2018	5:30	3.53M	31.5K	1,635	337	https://soundcloud.com/user-73827147/song-cho-het-doi-thanh-xuan-hieu-tuyet-xam?in=leminhchuc/sets/related-tracks
0_423	بیا که دیگه داره دیر میشه - گوگوش	گرامافون	Fari Mahdavi	29 July 2013	4:42	5,769	122	11	4	https://soundcloud.com/farimahdavi/acr8kdlpy1ub?in=mzn665/sets/gramophone
4_424	Martin Solveig - Hey Now (Big Z Remix)	Monday Motivation	Big Z	23 June 2015	3:34	1.05M	17K	2,121	97	https://soundcloud.com/bigzbeats/martin-solveig-hey-now-big-z-remix?in=mugatunesofficial/sets/monday-motivation
9_425	Uncrush - Rick	Related tracks	Rick	11 October 2018	3:34	789K	6,181	302	63	https://soundcloud.com/rickvo-3/uncrush-rick?in=leminhchuc/sets/related-tracks
5_426	Flight Facilities - Down To Earth (Sean Glass Remix)	June Revelations #6.15	Sean Glass	18 May 2015	7:44	439K	5,499	1,102	78	https://soundcloud.com/seanglass/down-to-earth-sean-glass-remix-2?in=egemannen/sets/june-revelations-6-15
0_427	Pooran,Farar Az Sarnevesht پوران، فرار از سرنوشت	گرامافون	Kayvan Zohoori	20 April 2018	2:31	5,722	107	12	7	https://soundcloud.com/keivanzohoori/pooranfarar-az-sarnevesht?in=mzn665/sets/gramophone
0_428	تا تو بودی	گرامافون	Mah	6 February 2017	2:58	11.7K	327	68	7	https://soundcloud.com/mzn665/toboodi?in=mzn665/sets/gramophone
4_429	Feeling Myself	Monday Motivation	Kasidy Hayden	20 December 2014	3:45	3.1M	45.8K	1,430	182	https://soundcloud.com/kasidy-hayden/feeling-myself?in=mugatunesofficial/sets/monday-motivation
0_430	Viguen ویگن - Fisherman ماهیگیر [K 2278]	گرامافون	Persian 45s	27 November 2014	2:00	12.3K	252	14	5	https://soundcloud.com/anticredos/viguen-fisherman-k-2278?in=mzn665/sets/gramophone
2_431	SUPERDUPERKYLE (feat. MadeinTYO)	NoShittyMusic #8	KYLE.	21 September 2018	2:48	2.19M	34.4K	1,774	463	https://soundcloud.com/superduperkylemusic/superduperkyle?in=mugatunesofficial/sets/noshittymusic-september-18
9_432	Chiều Nay Không Có Mưa Bay - Khói (Cover)	Related tracks	Dương Dương	29 July 2018	2:28	1.43M	11.2K	592	153	https://soundcloud.com/d-ng-l-457117291/chieu-nay-khong-co-mua-bay-khoi-cover?in=leminhchuc/sets/related-tracks
6_433	Yellow Claw, Diplo & LNY TNZ - Techno (feat. Waka Flocka Flame)	Trap Music (Top 40) *2014*	Mad Decent	22 July 2014	3:28	10M	146K	20.6K	1,301	https://soundcloud.com/maddecent/yellow-claw-diplo-lny-tnz-1?in=officialdigitalrecords/sets/trap-music-top10-2014
7_434	Chris Malinchak - So Good To Me	DJ WestCoast Presents: Best Deep House of (2013) *Greatest Hits*	Chris Malinchak	24 October 2012	5:09	9.48M	131K	22.9K	2,358	https://soundcloud.com/chrismalinchak/so-good-to-me?in=officialdigitalrecords/sets/deep-house-top-20-2013
3_435	Thịnh Suy - MỘT ĐÊM SAY (X)	🌿	Thịnh Suy	27 December 2018	3:53	8.58M	82.5K	4,320	405	https://soundcloud.com/thinhsuy/mds?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
9_436	HongKong1 Rap Version	Related tracks	Kevin Le 84	24 October 2018	3:25	290K	961	36	4	https://soundcloud.com/kevin-le-95/hongkong1-rap-version?in=leminhchuc/sets/related-tracks
2_437	Now You Know [Prod. Yonkwi]	NoShittyMusic #8	Yonkwi	31 August 2018	3:37	32.8K	931	136	27	https://soundcloud.com/yonkwi/nyk-1?in=mugatunesofficial/sets/noshittymusic-september-18
7_438	Duke Dumont - Need U (100%) [feat. A*M*E]	DJ WestCoast Presents: Best Deep House of (2013) *Greatest Hits*	Duke Dumont	1 January 2013	5:54	5.81M	90.6K	17.4K	0	https://soundcloud.com/dukedumont/duke-dumont-need-u-100-ft-a-m?in=officialdigitalrecords/sets/deep-house-top-20-2013
3_439	Đen X MIN - Bài Này Chill Phết (Acapella By ST)	🌿	I'm ST	21 May 2019	1:38	158K	481	99	80	https://soundcloud.com/s-ng-tr-n-3/den-x-min-bai-nay-chill-phet-acapella-by-st?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
3_440	Phút ban đầu - Ái Phương	🌿	KiChii	9 January 2017	4:10	349	4	36	0	https://soundcloud.com/kichii/phut-ban-dau-ai-phuong?in=vy-ng-c-842290384/sets/gjy7pu7bjhap
2_441	MÖWE - Skyline	NoShittyMusic #8	MÖWE	19 May 2017	2:44	601K	11.7K	1,642	127	https://soundcloud.com/m-we-1/mowe-skyline?in=mugatunesofficial/sets/noshittymusic-september-18
1_442	Alok & Bhaskar - Fuego [OUT NOW]	#Blacklivesmatter (EDM)	Spinnin' Records	28 February 2017	3:08	7.72M	150K	10K	856	https://soundcloud.com/spinninrecords/alok-bhaskar-fuego?in=digitalstreams/sets/discover
2_443	Happy Now	NoShittyMusic #8	Zedd	18 July 2018	0:30	3.63M	48.3K	2,332	0	https://soundcloud.com/zedd/happy-now-with-elley-duhe?in=mugatunesofficial/sets/noshittymusic-september-18
9_444	"/01: ""Thu Điên"" - Wang ft Galaxyy ft Zang"	Related tracks	Wang n Zang	18 October 2018	3:41	2.87M	20.8K	1,025	301	https://soundcloud.com/tokkix/thu-dien-wang-ft-galaxyy-ft-zang?in=leminhchuc/sets/related-tracks
2_445	In Every Dream Home A Heartache	Burning Man	Roxy Music	23 March 1973	5:46	114K	1,393	75	0	https://soundcloud.com/roxy-music-official/in-every-dream-home-a?in=digitalstreams/sets/chillzone
6_446	Gangsta	Trap Music (Top 40) *2014*	OZZIE	27 August 2014	4:30	1.98M	41K	10.5K	504	https://soundcloud.com/ozziemusic/ozzie-gangsta?in=officialdigitalrecords/sets/trap-music-top10-2014
9_447	Hanoi n U - Đinh Đức Anh - DaFame | Hanoi n U Full | Đinh Đức Anh | H HanoinU Beat	Related tracks	Get Highhh - Youtube	22 November 2018	3:45	1.41M	8,206	469	80	https://soundcloud.com/gethighhh/hanoi-n-u-dinh-duc-anh-dafame-hanoi-n-u-full-dinh-duc-anh-h-hanoinu-beat?in=leminhchuc/sets/related-tracks
